POZO,FECHA PRUEBAS,mes,año,BBPD,BNPD,% AGUA,E_FLUJO,NU_COORD_UTM_ESTE,NU_COORD_UTM_NORTE,°API
LS 0004A,11-mar-09,3,2009,17,12,0.29,U3,252384.33,1120554.11,11.4
LS 0004A,20-abr-09,4,2009,19,13,0.32,U3,252384.33,1120554.11,11.4
LS 0004A,23-may-09,5,2009,21,15,0.29,U3,252384.33,1120554.11,11.4
LS 0004A,16-jul-09,7,2009,20,14,0.3,U3,252384.33,1120554.11,11.4
LS 0004A,7-ago-09,8,2009,21,15,0.29,U3,252384.33,1120554.11,11.4
LS 0004A,7-sep-09,9,2009,14,10,0.29,U3,252384.33,1120554.11,11.4
LS 0004A,10-oct-09,10,2009,20,14,0.3,U3,252384.33,1120554.11,11.4
LS 0004A,12-nov-09,11,2009,15,11,0.27,U3,252384.33,1120554.11,11.4
LS 0004A,4-jun-12,6,2012,16,11,0.31,U3,252384.33,1120554.11,11.4
LS 0004A,17-mar-13,3,2013,26,18,0.31,U3,252384.33,1120554.11,11.4
LS 0004A,14-may-13,5,2013,4,3,0.25,U3,252384.33,1120554.11,11.4
LS 0004A,19-jul-13,7,2013,204,143,0.3,U3,252384.33,1120554.11,11.4
LS 0004A,8-sep-13,9,2013,142,99,0.3,U3,252384.33,1120554.11,11.4
LS 0004A,8-abr-14,4,2014,219,153,0.3,U3,252384.33,1120554.11,11.4
LS 0018,16-ene-09,1,2009,161,121,0.25,V3,252905.39,1119356.76,10
LS 0018,2-feb-09,2,2009,170,128,0.25,V3,252905.39,1119356.76,10
LS 0018,6-mar-09,3,2009,154,116,0.25,V3,252905.39,1119356.76,10
LS 0018,9-abr-09,4,2009,158,119,0.25,V3,252905.39,1119356.76,10
LS 0018,2-may-09,5,2009,153,115,0.25,V3,252905.39,1119356.76,10
LS 0018,19-jun-09,6,2009,150,113,0.25,V3,252905.39,1119356.76,10
LS 0018,1-jul-09,7,2009,153,115,0.25,V3,252905.39,1119356.76,10
LS 0018,2-ago-09,8,2009,155,116,0.25,V3,252905.39,1119356.76,10
LS 0018,3-oct-09,10,2009,175,131,0.25,V3,252905.39,1119356.76,10
LS 0018,24-nov-09,11,2009,177,133,0.25,V3,252905.39,1119356.76,10
LS 0018,10-ene-10,1,2010,168,126,0.25,V3,252905.39,1119356.76,10
LS 0018,25-feb-10,2,2010,155,126,0.19,V3,252905.39,1119356.76,10
LS 0018,28-mar-10,3,2010,144,117,0.19,V3,252905.39,1119356.76,10
LS 0018,8-abr-10,4,2010,127,103,0.19,V3,252905.39,1119356.76,10
LS 0018,20-may-10,5,2010,165,134,0.19,V3,252905.39,1119356.76,10
LS 0018,15-jun-10,6,2010,167,135,0.19,V3,252905.39,1119356.76,10
LS 0018,3-jul-10,7,2010,175,142,0.19,V3,252905.39,1119356.76,10
LS 0018,3-ago-10,8,2010,166,134,0.19,V3,252905.39,1119356.76,10
LS 0018,3-sep-10,9,2010,169,134,0.21,V3,252905.39,1119356.76,10
LS 0018,4-oct-10,10,2010,172,136,0.21,V3,252905.39,1119356.76,10
LS 0018,2-nov-10,11,2010,171,135,0.21,V3,252905.39,1119356.76,10
LS 0018,22-dic-10,12,2010,165,130,0.21,V3,252905.39,1119356.76,10
LS 0018,3-ene-11,1,2011,181,143,0.21,V3,252905.39,1119356.76,10
LS 0018,2-feb-11,2,2011,177,140,0.21,V3,252905.39,1119356.76,10
LS 0018,1-mar-11,3,2011,263,208,0.21,V3,252905.39,1119356.76,10
LS 0018,5-abr-11,4,2011,256,218,0.15,V3,252905.39,1119356.76,10
LS 0018,3-may-11,5,2011,259,220,0.15,V3,252905.39,1119356.76,10
LS 0018,4-jun-11,6,2011,280,238,0.15,V3,252905.39,1119356.76,10
LS 0018,2-jul-11,7,2011,278,236,0.15,V3,252905.39,1119356.76,10
LS 0018,5-oct-11,10,2011,231,196,0.15,V3,252905.39,1119356.76,10
LS 0018,2-nov-11,11,2011,239,203,0.15,V3,252905.39,1119356.76,10
LS 0018,3-dic-11,12,2011,317,269,0.15,V3,252905.39,1119356.76,10
LS 0018,3-ene-12,1,2012,285,242,0.15,V3,252905.39,1119356.76,10
LS 0018,24-feb-12,2,2012,297,246,0.17,V3,252905.39,1119356.76,10
LS 0018,20-mar-12,3,2012,297,246,0.17,V3,252905.39,1119356.76,10
LS 0018,23-abr-12,4,2012,294,244,0.17,V3,252905.39,1119356.76,10
LS 0018,30-may-12,5,2012,307,255,0.17,V3,252905.39,1119356.76,10
LS 0018,1-jun-12,6,2012,307,255,0.17,V3,252905.39,1119356.76,10
LS 0018,23-ago-12,8,2012,278,231,0.17,V3,252905.39,1119356.76,10
LS 0018,3-sep-12,9,2012,291,242,0.17,V3,252905.39,1119356.76,10
LS 0018,4-oct-12,10,2012,267,222,0.17,V3,252905.39,1119356.76,10
LS 0018,14-nov-12,11,2012,271,225,0.17,V3,252905.39,1119356.76,10
LS 0018,2-dic-12,12,2012,253,210,0.17,V3,252905.39,1119356.76,10
LS 0018,4-ene-13,1,2013,243,202,0.17,V3,252905.39,1119356.76,10
LS 0018,1-feb-13,2,2013,232,193,0.17,V3,252905.39,1119356.76,10
LS 0018,16-mar-13,3,2013,241,200,0.17,V3,252905.39,1119356.76,10
LS 0018,2-abr-13,4,2013,280,232,0.17,V3,252905.39,1119356.76,10
LS 0018,18-may-13,5,2013,262,217,0.17,V3,252905.39,1119356.76,10
LS 0018,14-jun-13,6,2013,276,229,0.17,V3,252905.39,1119356.76,10
LS 0018,28-jul-13,7,2013,274,227,0.17,V3,252905.39,1119356.76,10
LS 0018,16-ago-13,8,2013,272,226,0.17,V3,252905.39,1119356.76,10
LS 0018,8-sep-13,9,2013,275,228,0.17,V3,252905.39,1119356.76,10
LS 0018,20-dic-13,12,2013,217,180,0.17,V3,252905.39,1119356.76,10
LS 0018,4-ene-14,1,2014,203,168,0.17,V3,252905.39,1119356.76,10
LS 0018,2-mar-14,3,2014,191,159,0.17,V3,252905.39,1119356.76,10
LS 0018,6-abr-14,4,2014,198,164,0.17,V3,252905.39,1119356.76,10
LS 0018,1-may-14,5,2014,221,183,0.17,V3,252905.39,1119356.76,10
LS 0036,11-ene-09,1,2009,138,110,0.2,R3,250570.84,1123699.96,11
LS 0036,3-feb-09,2,2009,141,113,0.2,R3,250570.84,1123699.96,11
LS 0036,17-mar-09,3,2009,134,107,0.2,R3,250570.84,1123699.96,11
LS 0036,19-jun-09,6,2009,139,111,0.2,R3,250570.84,1123699.96,11
LS 0036,10-jul-09,7,2009,150,120,0.2,R3,250570.84,1123699.96,11
LS 0036,2-ago-09,8,2009,143,114,0.2,R3,250570.84,1123699.96,11
LS 0036,1-sep-09,9,2009,155,124,0.2,R3,250570.84,1123699.96,11
LS 0036,31-oct-09,10,2009,133,106,0.2,R3,250570.84,1123699.96,11
LS 0036,1-dic-09,12,2009,144,115,0.2,R3,250570.84,1123699.96,11
LS 0036,23-sep-11,9,2011,164,131,0.2,R3,250570.84,1123699.96,11
LS 0036,24-nov-11,11,2011,342,287,0.16,R3,250570.84,1123699.96,11
LS 0036,3-ene-12,1,2012,330,277,0.16,R3,250570.84,1123699.96,11
LS 0036,19-feb-12,2,2012,345,283,0.18,R3,250570.84,1123699.96,11
LS 0036,10-mar-12,3,2012,339,278,0.18,R3,250570.84,1123699.96,11
LS 0036,2-may-12,5,2012,339,278,0.18,R3,250570.84,1123699.96,11
LS 0036,11-jul-12,7,2012,341,280,0.18,R3,250570.84,1123699.96,11
LS 0036,7-ago-12,8,2012,351,288,0.18,R3,250570.84,1123699.96,11
LS 0036,9-oct-12,10,2012,364,298,0.18,R3,250570.84,1123699.96,11
LS 0036,27-nov-12,11,2012,320,262,0.18,R3,250570.84,1123699.96,11
LS 0036,2-dic-12,12,2012,367,301,0.18,R3,250570.84,1123699.96,11
LS 0036,2-ene-13,1,2013,383,314,0.18,R3,250570.84,1123699.96,11
LS 0036,4-feb-13,2,2013,230,189,0.18,R3,250570.84,1123699.96,11
LS 0036,1-mar-13,3,2013,287,235,0.18,R3,250570.84,1123699.96,11
LS 0036,4-abr-13,4,2013,275,226,0.18,R3,250570.84,1123699.96,11
LS 0036,7-may-13,5,2013,285,234,0.18,R3,250570.84,1123699.96,11
LS 0036,17-jun-13,6,2013,286,235,0.18,R3,250570.84,1123699.96,11
LS 0036,6-jul-13,7,2013,285,234,0.18,R3,250570.84,1123699.96,11
LS 0036,4-ago-13,8,2013,262,215,0.18,R3,250570.84,1123699.96,11
LS 0036,22-oct-13,10,2013,275,226,0.18,R3,250570.84,1123699.96,11
LS 0036,11-dic-13,12,2013,282,231,0.18,R3,250570.84,1123699.96,11
LS 0036,4-ene-14,1,2014,200,164,0.18,R3,250570.84,1123699.96,11
LS 0040,11-mar-09,3,2009,12,11,0.08,T32,251958.04,1121234.71,11
LS 0040,20-abr-09,4,2009,15,14,0.07,T32,251958.04,1121234.71,11
LS 0040,24-may-09,5,2009,22,21,0.05,T32,251958.04,1121234.71,11
LS 0040,27-jul-09,7,2009,18,17,0.06,T32,251958.04,1121234.71,11
LS 0040,5-ago-09,8,2009,17,16,0.06,T32,251958.04,1121234.71,11
LS 0040,8-oct-09,10,2009,55,52,0.05,T32,251958.04,1121234.71,11
LS 0040,29-nov-09,11,2009,65,61,0.06,T32,251958.04,1121234.71,11
LS 0040,27-may-10,5,2010,52,49,0.06,T32,251958.04,1121234.71,11
LS 0040,11-jun-10,6,2010,32,30,0.06,T32,251958.04,1121234.71,11
LS 0040,30-ago-10,8,2010,50,47,0.06,T32,251958.04,1121234.71,11
LS 0040,12-sep-10,9,2010,51,48,0.06,T32,251958.04,1121234.71,11
LS 0040,5-feb-13,2,2013,58,39,0.33,T32,251958.04,1121234.71,11
LS 0040,3-mar-13,3,2013,51,35,0.31,T32,251958.04,1121234.71,11
LS 0040,25-abr-13,4,2013,48,33,0.31,T32,251958.04,1121234.71,11
LS 0040,12-may-13,5,2013,59,40,0.32,T32,251958.04,1121234.71,11
LS 0040,21-jun-13,6,2013,59,40,0.32,T32,251958.04,1121234.71,11
LS 0040,7-jul-13,7,2013,64,44,0.31,T32,251958.04,1121234.71,11
LS 0040,16-sep-13,9,2013,54,37,0.31,T32,251958.04,1121234.71,11
LS 0040,16-oct-13,10,2013,62,42,0.32,T32,251958.04,1121234.71,11
LS 0040,21-nov-13,11,2013,67,46,0.31,T32,251958.04,1121234.71,11
LS 0040,21-feb-14,2,2014,70,48,0.31,T32,251958.04,1121234.71,11
LS 0040,2-mar-14,3,2014,73,50,0.32,T32,251958.04,1121234.71,11
LS 0040,7-abr-14,4,2014,62,42,0.32,T32,251958.04,1121234.71,11
LS 0041,18-mar-09,3,2009,37,21,0.43,T32,252186.76,1120869.99,11.7
LS 0041,25-ago-09,8,2009,24,13,0.46,T32,252186.76,1120869.99,11.7
LS 0041,7-sep-09,9,2009,58,32,0.45,T32,252186.76,1120869.99,11.7
LS 0041,30-may-10,5,2010,24,22,0.08,T32,252186.76,1120869.99,11.7
LS 0041,6-feb-13,2,2013,66,32,0.52,T32,252186.76,1120869.99,11.7
LS 0041,30-abr-13,4,2013,69,33,0.52,T32,252186.76,1120869.99,11.7
LS 0041,18-jun-13,6,2013,144,69,0.52,T32,252186.76,1120869.99,11.7
LS 0041,15-jul-13,7,2013,132,63,0.52,T32,252186.76,1120869.99,11.7
LS 0041,4-ago-13,8,2013,139,67,0.52,T32,252186.76,1120869.99,11.7
LS 0041,21-oct-13,10,2013,137,66,0.52,T32,252186.76,1120869.99,11.7
LS 0041,9-ene-14,1,2014,169,81,0.52,T32,252186.76,1120869.99,11.7
LS 0041,15-abr-14,4,2014,172,83,0.52,T32,252186.76,1120869.99,11.7
LS 0044,10-jul-09,7,2009,12,10,0.17,W3,253372.13,1118392.37,11
LS 0044,7-nov-11,11,2011,380,327,0.14,W3,253372.13,1118392.37,11
LS 0044,8-dic-11,12,2011,367,316,0.14,W3,253372.13,1118392.37,11
LS 0044,6-ene-12,1,2012,366,315,0.14,W3,253372.13,1118392.37,11
LS 0044,7-feb-12,2,2012,342,294,0.14,W3,253372.13,1118392.37,11
LS 0044,24-abr-12,4,2012,388,334,0.14,W3,253372.13,1118392.37,11
LS 0044,3-may-12,5,2012,371,319,0.14,W3,253372.13,1118392.37,11
LS 0044,10-ago-12,8,2012,433,173,0.6,W3,253372.13,1118392.37,11
LS 0044,17-sep-12,9,2012,554,222,0.6,W3,253372.13,1118392.37,11
LS 0044,24-nov-12,11,2012,436,174,0.6,W3,253372.13,1118392.37,11
LS 0044,1-dic-12,12,2012,425,170,0.6,W3,253372.13,1118392.37,11
LS 0044,31-ene-13,1,2013,405,162,0.6,W3,253372.13,1118392.37,11
LS 0044,8-mar-13,3,2013,401,160,0.6,W3,253372.13,1118392.37,11
LS 0044,3-abr-13,4,2013,422,169,0.6,W3,253372.13,1118392.37,11
LS 0044,24-may-13,5,2013,378,151,0.6,W3,253372.13,1118392.37,11
LS 0044,28-jul-13,7,2013,461,184,0.6,W3,253372.13,1118392.37,11
LS 0044,6-ago-13,8,2013,493,197,0.6,W3,253372.13,1118392.37,11
LS 0044,19-sep-13,9,2013,448,179,0.6,W3,253372.13,1118392.37,11
LS 0044,15-oct-13,10,2013,450,180,0.6,W3,253372.13,1118392.37,11
LS 0044,27-dic-13,12,2013,494,198,0.6,W3,253372.13,1118392.37,11
LS 0044,25-ene-14,1,2014,425,170,0.6,W3,253372.13,1118392.37,11
LS 0044,20-feb-14,2,2014,450,180,0.6,W3,253372.13,1118392.37,11
LS 0044,4-abr-14,4,2014,452,181,0.6,W3,253372.13,1118392.37,11
LS 0057,19-mar-09,3,2009,48,39,0.19,V3,252944.04,1119875.50,11.5
LS 0057,14-abr-09,4,2009,46,37,0.2,V3,252944.04,1119875.50,11.5
LS 0057,7-may-09,5,2009,54,44,0.19,V3,252944.04,1119875.50,11.5
LS 0057,29-abr-10,4,2010,70,57,0.19,V3,252944.04,1119875.50,11.5
LS 0057,22-may-10,5,2010,89,72,0.19,V3,252944.04,1119875.50,11.5
LS 0057,17-jun-10,6,2010,100,81,0.19,V3,252944.04,1119875.50,11.5
LS 0057,3-jul-10,7,2010,127,103,0.19,V3,252944.04,1119875.50,11.5
LS 0057,15-ago-10,8,2010,129,104,0.19,V3,252944.04,1119875.50,11.5
LS 0057,29-oct-10,10,2010,207,168,0.19,V3,252944.04,1119875.50,11.5
LS 0057,3-nov-10,11,2010,215,174,0.19,V3,252944.04,1119875.50,11.5
LS 0057,5-dic-10,12,2010,221,179,0.19,V3,252944.04,1119875.50,11.5
LS 0057,3-mar-11,3,2011,218,177,0.19,V3,252944.04,1119875.50,11.5
LS 0057,7-abr-11,4,2011,226,214,0.05,V3,252944.04,1119875.50,11.5
LS 0057,28-may-11,5,2011,369,350,0.05,V3,252944.04,1119875.50,11.5
LS 0057,23-jun-11,6,2011,276,109,0.61,V3,252944.04,1119875.50,11.5
LS 0057,2-jul-11,7,2011,252,100,0.6,V3,252944.04,1119875.50,11.5
LS 0057,3-ago-11,8,2011,223,88,0.61,V3,252944.04,1119875.50,11.5
LS 0057,9-sep-11,9,2011,211,83,0.61,V3,252944.04,1119875.50,11.5
LS 0057,4-oct-11,10,2011,201,79,0.61,V3,252944.04,1119875.50,11.5
LS 0057,3-nov-11,11,2011,156,62,0.6,V3,252944.04,1119875.50,11.5
LS 0057,14-dic-11,12,2011,190,75,0.61,V3,252944.04,1119875.50,11.5
LS 0057,23-ene-12,1,2012,347,137,0.61,V3,252944.04,1119875.50,11.5
LS 0057,23-feb-12,2,2012,299,136,0.55,V3,252944.04,1119875.50,11.5
LS 0057,19-mar-12,3,2012,293,133,0.55,V3,252944.04,1119875.50,11.5
LS 0057,22-abr-12,4,2012,285,129,0.55,V3,252944.04,1119875.50,11.5
LS 0057,30-jun-12,6,2012,362,164,0.55,V3,252944.04,1119875.50,11.5
LS 0057,12-jul-12,7,2012,341,155,0.55,V3,252944.04,1119875.50,11.5
LS 0057,27-ago-12,8,2012,351,159,0.55,V3,252944.04,1119875.50,11.5
LS 0057,1-sep-12,9,2012,357,162,0.55,V3,252944.04,1119875.50,11.5
LS 0057,9-nov-12,11,2012,327,149,0.54,V3,252944.04,1119875.50,11.5
LS 0057,1-dic-12,12,2012,334,152,0.54,V3,252944.04,1119875.50,11.5
LS 0057,3-ene-13,1,2013,342,155,0.55,V3,252944.04,1119875.50,11.5
LS 0057,21-mar-13,3,2013,324,147,0.55,V3,252944.04,1119875.50,11.5
LS 0057,3-abr-13,4,2013,315,143,0.55,V3,252944.04,1119875.50,11.5
LS 0057,26-may-13,5,2013,273,124,0.55,V3,252944.04,1119875.50,11.5
LS 0057,3-jun-13,6,2013,270,123,0.54,V3,252944.04,1119875.50,11.5
LS 0057,17-ago-13,8,2013,259,118,0.54,V3,252944.04,1119875.50,11.5
LS 0057,31-oct-13,10,2013,54,25,0.54,V3,252944.04,1119875.50,11.5
LS 0057,14-nov-13,11,2013,225,102,0.55,V3,252944.04,1119875.50,11.5
LS 0057,2-dic-13,12,2013,218,99,0.55,V3,252944.04,1119875.50,11.5
LS 0057,1-mar-14,3,2014,90,41,0.54,V3,252944.04,1119875.50,11.5
LS 0057,1-may-14,5,2014,77,35,0.55,V3,252944.04,1119875.50,11.5
LS 0064,19-feb-11,2,2011,91,84,0.08,W3,253315.73,1118626.16,11.1
LS 0064,4-mar-11,3,2011,87,80,0.08,W3,253315.73,1118626.16,11.1
LS 0064,5-abr-11,4,2011,84,77,0.08,W3,253315.73,1118626.16,11.1
LS 0064,26-may-11,5,2011,92,85,0.08,W3,253315.73,1118626.16,11.1
LS 0064,22-jun-11,6,2011,97,89,0.08,W3,253315.73,1118626.16,11.1
LS 0064,24-sep-11,9,2011,46,42,0.09,W3,253315.73,1118626.16,11.1
LS 0064,16-oct-11,10,2011,57,52,0.09,W3,253315.73,1118626.16,11.1
LS 0064,7-nov-11,11,2011,83,76,0.08,W3,253315.73,1118626.16,11.1
LS 0064,3-feb-12,2,2012,176,162,0.08,W3,253315.73,1118626.16,11.1
LS 0064,8-mar-12,3,2012,156,144,0.08,W3,253315.73,1118626.16,11.1
LS 0064,3-abr-12,4,2012,152,122,0.2,W3,253315.73,1118626.16,11.1
LS 0064,9-may-12,5,2012,192,154,0.2,W3,253315.73,1118626.16,11.1
LS 0064,6-jun-12,6,2012,163,130,0.2,W3,253315.73,1118626.16,11.1
LS 0064,26-jul-12,7,2012,165,132,0.2,W3,253315.73,1118626.16,11.1
LS 0064,3-sep-12,9,2012,171,137,0.2,W3,253315.73,1118626.16,11.1
LS 0064,4-dic-12,12,2012,266,213,0.2,W3,253315.73,1118626.16,11.1
LS 0064,9-ene-13,1,2013,262,210,0.2,W3,253315.73,1118626.16,11.1
LS 0064,1-feb-13,2,2013,251,201,0.2,W3,253315.73,1118626.16,11.1
LS 0064,2-mar-13,3,2013,239,191,0.2,W3,253315.73,1118626.16,11.1
LS 0064,19-may-13,5,2013,223,178,0.2,W3,253315.73,1118626.16,11.1
LS 0064,29-jul-13,7,2013,242,194,0.2,W3,253315.73,1118626.16,11.1
LS 0064,22-ago-13,8,2013,544,435,0.2,W3,253315.73,1118626.16,11.1
LS 0064,16-sep-13,9,2013,531,425,0.2,W3,253315.73,1118626.16,11.1
LS 0064,26-dic-13,12,2013,358,286,0.2,W3,253315.73,1118626.16,11.1
LS 0064,22-mar-14,3,2014,191,153,0.2,W3,253315.73,1118626.16,11.1
LS 0064,1-abr-14,4,2014,232,186,0.2,W3,253315.73,1118626.16,11.1
LS 0077,16-ene-09,1,2009,29,26,0.1,Y3,253772.10,1117565.43,11
LS 0077,4-feb-09,2,2009,31,28,0.1,Y3,253772.10,1117565.43,11
LS 0077,5-mar-09,3,2009,28,25,0.11,Y3,253772.10,1117565.43,11
LS 0077,21-abr-09,4,2009,30,27,0.1,Y3,253772.10,1117565.43,11
LS 0077,6-may-09,5,2009,30,27,0.1,Y3,253772.10,1117565.43,11
LS 0077,26-jun-09,6,2009,27,25,0.07,Y3,253772.10,1117565.43,11
LS 0077,2-jul-09,7,2009,25,23,0.08,Y3,253772.10,1117565.43,11
LS 0077,2-ago-09,8,2009,30,27,0.1,Y3,253772.10,1117565.43,11
LS 0077,3-sep-09,9,2009,32,29,0.09,Y3,253772.10,1117565.43,11
LS 0077,5-oct-09,10,2009,25,23,0.08,Y3,253772.10,1117565.43,11
LS 0077,3-nov-09,11,2009,25,23,0.08,Y3,253772.10,1117565.43,11
LS 0077,4-ene-10,1,2010,28,25,0.11,Y3,253772.10,1117565.43,11
LS 0077,19-jun-11,6,2011,34,31,0.09,Y3,253772.10,1117565.43,11
LS 0077,29-ago-11,8,2011,43,40,0.07,Y3,253772.10,1117565.43,11
LS 0077,17-sep-11,9,2011,57,52,0.09,Y3,253772.10,1117565.43,11
LS 0077,17-oct-11,10,2011,54,50,0.07,Y3,253772.10,1117565.43,11
LS 0077,2-nov-11,11,2011,51,47,0.08,Y3,253772.10,1117565.43,11
LS 0077,16-dic-11,12,2011,59,56,0.05,Y3,253772.10,1117565.43,11
LS 0077,5-feb-12,2,2012,43,41,0.05,Y3,253772.10,1117565.43,11
LS 0077,3-abr-12,4,2012,68,64,0.06,Y3,253772.10,1117565.43,11
LS 0077,10-may-12,5,2012,80,76,0.05,Y3,253772.10,1117565.43,11
LS 0077,11-jun-12,6,2012,53,50,0.06,Y3,253772.10,1117565.43,11
LS 0077,4-jul-12,7,2012,49,46,0.06,Y3,253772.10,1117565.43,11
LS 0077,27-dic-12,12,2012,47,44,0.06,Y3,253772.10,1117565.43,11
LS 0077,9-ene-13,1,2013,47,44,0.06,Y3,253772.10,1117565.43,11
LS 0077,5-abr-13,4,2013,21,20,0.05,Y3,253772.10,1117565.43,11
LS 0077,19-may-13,5,2013,7,7,0,Y3,253772.10,1117565.43,11
LS 0077,17-oct-13,10,2013,11,10,0.09,Y3,253772.10,1117565.43,11
LS 0077,1-mar-14,3,2014,9,9,0,Y3,253772.10,1117565.43,11
LS 0078A,17-jul-09,7,2009,10,8,0.2,T32,252246.01,1121044.16,11.1
LS 0078A,7-feb-13,2,2013,32,27,0.16,T32,252246.01,1121044.16,11.1
LS 0078A,5-mar-13,3,2013,36,30,0.17,T32,252246.01,1121044.16,11.1
LS 0078A,8-abr-13,4,2013,39,32,0.18,T32,252246.01,1121044.16,11.1
LS 0078A,13-may-13,5,2013,36,30,0.17,T32,252246.01,1121044.16,11.1
LS 0078A,17-jun-13,6,2013,24,20,0.17,T32,252246.01,1121044.16,11.1
LS 0078A,30-jul-13,7,2013,32,27,0.16,T32,252246.01,1121044.16,11.1
LS 0078A,28-ago-13,8,2013,55,46,0.16,T32,252246.01,1121044.16,11.1
LS 0078A,15-sep-13,9,2013,62,51,0.18,T32,252246.01,1121044.16,11.1
LS 0078A,17-nov-13,11,2013,42,35,0.17,T32,252246.01,1121044.16,11.1
LS 0078A,4-dic-13,12,2013,36,30,0.17,T32,252246.01,1121044.16,11.1
LS 0078A,5-mar-14,3,2014,44,37,0.16,T32,252246.01,1121044.16,11.1
LS 0078A,12-abr-14,4,2014,46,38,0.17,T32,252246.01,1121044.16,11.1
LS 0086,8-sep-09,9,2009,87,84,0.03,R3,249963.42,1124525.32,11.1
LS 0086,27-mar-12,3,2012,30,29,0.03,R3,249963.42,1124525.32,11.1
LS 0086,16-may-12,5,2012,31,29,0.06,R3,249963.42,1124525.32,11.1
LS 0086,16-jul-12,7,2012,35,33,0.06,R3,249963.42,1124525.32,11.1
LS 0086,18-sep-12,9,2012,31,29,0.06,R3,249963.42,1124525.32,11.1
LS 0086,8-abr-13,4,2013,50,47,0.06,R3,249963.42,1124525.32,11.1
LS 0086,29-nov-13,11,2013,6,6,0,R3,249963.42,1124525.32,11.1
LS 0091,4-feb-09,2,2009,32,20,0.38,S4,251043.27,1123189.69,11.6
LS 0091,28-may-09,5,2009,40,26,0.35,S4,251043.27,1123189.69,11.6
LS 0091,17-jun-09,6,2009,31,20,0.35,S4,251043.27,1123189.69,11.6
LS 0091,5-jul-09,7,2009,29,19,0.34,S4,251043.27,1123189.69,11.6
LS 0091,2-ago-09,8,2009,29,19,0.34,S4,251043.27,1123189.69,11.6
LS 0091,25-ene-12,1,2012,34,22,0.35,S4,251043.27,1123189.69,11.6
LS 0091,10-mar-12,3,2012,32,20,0.38,S4,251043.27,1123189.69,11.6
LS 0091,9-may-12,5,2012,2,1,0.5,S4,251043.27,1123189.69,11.6
LS 0091,29-sep-12,9,2012,46,29,0.37,S4,251043.27,1123189.69,11.6
LS 0091,8-dic-12,12,2012,2,1,0.5,S4,251043.27,1123189.69,11.6
LS 0091,17-jun-13,6,2013,31,20,0.35,S4,251043.27,1123189.69,11.6
LS 0091,9-jul-13,7,2013,41,26,0.37,S4,251043.27,1123189.69,11.6
LS 0091,26-feb-14,2,2014,50,32,0.36,S4,251043.27,1123189.69,11.6
LS 0092,8-mar-13,3,2013,110,108,0.02,T32,251783.56,1121948.93,11
LS 0092,8-jun-13,6,2013,181,178,0.02,T32,251783.56,1121948.93,11
LS 0092,7-nov-13,11,2013,88,87,0.01,T32,251783.56,1121948.93,11
LS 0092,5-mar-14,3,2014,118,116,0.02,T32,251783.56,1121948.93,11
LS 0092,8-abr-14,4,2014,114,112,0.02,T32,251783.56,1121948.93,11
LS 0100A,29-may-12,5,2012,30,17,0.43,AA31,254604.70,1115269.47,20.1
LS 0100A,6-jun-12,6,2012,28,16,0.43,AA31,254604.70,1115269.47,20.1
LS 0100A,2-mar-13,3,2013,66,38,0.42,AA31,254604.70,1115269.47,20.1
LS 0100A,4-abr-13,4,2013,71,41,0.42,AA31,254604.70,1115269.47,20.1
LS 0100A,14-may-13,5,2013,59,34,0.42,AA31,254604.70,1115269.47,20.1
LS 0100A,15-jun-13,6,2013,61,35,0.43,AA31,254604.70,1115269.47,20.1
LS 0100A,8-jul-13,7,2013,58,33,0.43,AA31,254604.70,1115269.47,20.1
LS 0100A,1-ago-13,8,2013,62,35,0.44,AA31,254604.70,1115269.47,20.1
LS 0100A,15-sep-13,9,2013,55,31,0.44,AA31,254604.70,1115269.47,20.1
LS 0100A,5-feb-14,2,2014,67,38,0.43,AA31,254604.70,1115269.47,20.1
LS 0100A,6-mar-14,3,2014,69,39,0.43,AA31,254604.70,1115269.47,20.1
LS 0106,11-sep-09,9,2009,46,46,0,R3,249599.44,1125048.78,17.6
LS 0106,11-ene-12,1,2012,31,31,0,R3,249599.44,1125048.78,17.6
LS 0106,27-feb-13,2,2013,40,34,0.15,R3,249599.44,1125048.78,17.6
LS 0106,8-abr-13,4,2013,50,42,0.16,R3,249599.44,1125048.78,17.6
LS 0110,21-may-09,5,2009,11,8,0.27,W3,253107.91,1119222.58,11.8
LS 0110,15-feb-10,2,2010,14,10,0.29,W3,253107.91,1119222.58,11.8
LS 0110,23-sep-10,9,2010,47,35,0.26,W3,253107.91,1119222.58,11.8
LS 0110,11-nov-10,11,2010,46,34,0.26,W3,253107.91,1119222.58,11.8
LS 0110,18-dic-10,12,2010,49,9,0.82,W3,253107.91,1119222.58,11.8
LS 0110,24-jun-11,6,2011,94,28,0.7,W3,253107.91,1119222.58,11.8
LS 0116,3-mar-10,3,2010,55,48,0.13,S4,251565.26,1122515.62,11
LS 0116,24-jul-10,7,2010,84,74,0.12,S4,251565.26,1122515.62,11
LS 0116,3-ago-10,8,2010,88,77,0.13,S4,251565.26,1122515.62,11
LS 0116,7-sep-10,9,2010,173,152,0.12,S4,251565.26,1122515.62,11
LS 0116,10-nov-10,11,2010,170,150,0.12,S4,251565.26,1122515.62,11
LS 0116,22-dic-10,12,2010,175,154,0.12,S4,251565.26,1122515.62,11
LS 0116,9-feb-11,2,2011,250,220,0.12,S4,251565.26,1122515.62,11
