POZO,FECHA PRUEBAS,mes,año,BBPD,BNPD,% AGUA,E_FLUJO,NU_COORD_UTM_ESTE,NU_COORD_UTM_NORTE,°API
LS 2142,8-feb-13,2,2013,56,51,0.09,U6,255257.11,1122773.16,11.2
LS 2142,2-mar-13,3,2013,58,53,0.09,U6,255257.11,1122773.16,11.2
LS 2142,3-abr-13,4,2013,55,50,0.09,U6,255257.11,1122773.16,11.2
LS 2142,3-may-13,5,2013,59,54,0.08,U6,255257.11,1122773.16,11.2
LS 2142,8-jun-13,6,2013,53,48,0.09,U6,255257.11,1122773.16,11.2
LS 2142,19-jul-13,7,2013,52,47,0.1,U6,255257.11,1122773.16,11.2
LS 2142,11-sep-13,9,2013,36,33,0.08,U6,255257.11,1122773.16,11.2
LS 2142,22-oct-13,10,2013,47,43,0.09,U6,255257.11,1122773.16,11.2
LS 2142,2-nov-13,11,2013,36,33,0.08,U6,255257.11,1122773.16,11.2
LS 2144,8-ene-09,1,2009,70,58,0.17,V6,256067.40,1121404.32,11.1
LS 2144,17-feb-09,2,2009,60,50,0.17,V6,256067.40,1121404.32,11.1
LS 2144,10-mar-09,3,2009,56,46,0.18,V6,256067.40,1121404.32,11.1
LS 2144,14-abr-09,4,2009,56,46,0.18,V6,256067.40,1121404.32,11.1
LS 2144,23-may-09,5,2009,49,41,0.16,V6,256067.40,1121404.32,11.1
LS 2144,18-jun-09,6,2009,60,50,0.17,V6,256067.40,1121404.32,11.1
LS 2144,5-jul-09,7,2009,63,52,0.17,V6,256067.40,1121404.32,11.1
LS 2144,3-ago-09,8,2009,51,42,0.18,V6,256067.40,1121404.32,11.1
LS 2144,1-sep-09,9,2009,59,49,0.17,V6,256067.40,1121404.32,11.1
LS 2144,2-oct-09,10,2009,31,26,0.16,V6,256067.40,1121404.32,11.1
LS 2144,4-nov-09,11,2009,38,31,0.18,V6,256067.40,1121404.32,11.1
LS 2144,7-ene-10,1,2010,44,36,0.18,V6,256067.40,1121404.32,11.1
LS 2144,23-feb-10,2,2010,43,35,0.19,V6,256067.40,1121404.32,11.1
LS 2144,17-mar-10,3,2010,38,31,0.18,V6,256067.40,1121404.32,11.1
LS 2144,18-abr-10,4,2010,27,22,0.19,V6,256067.40,1121404.32,11.1
LS 2144,4-may-10,5,2010,36,29,0.19,V6,256067.40,1121404.32,11.1
LS 2144,3-jun-10,6,2010,39,32,0.18,V6,256067.40,1121404.32,11.1
LS 2144,19-jul-10,7,2010,37,30,0.19,V6,256067.40,1121404.32,11.1
LS 2144,18-ago-10,8,2010,43,35,0.19,V6,256067.40,1121404.32,11.1
LS 2144,17-sep-10,9,2010,43,35,0.19,V6,256067.40,1121404.32,11.1
LS 2144,1-oct-10,10,2010,44,36,0.18,V6,256067.40,1121404.32,11.1
LS 2144,1-nov-10,11,2010,38,31,0.18,V6,256067.40,1121404.32,11.1
LS 2144,11-dic-10,12,2010,43,35,0.19,V6,256067.40,1121404.32,11.1
LS 2144,3-ene-11,1,2011,40,32,0.2,V6,256067.40,1121404.32,11.1
LS 2144,7-feb-11,2,2011,41,33,0.2,V6,256067.40,1121404.32,11.1
LS 2144,1-mar-11,3,2011,41,33,0.2,V6,256067.40,1121404.32,11.1
LS 2144,1-abr-11,4,2011,43,35,0.19,V6,256067.40,1121404.32,11.1
LS 2144,6-may-11,5,2011,48,39,0.19,V6,256067.40,1121404.32,11.1
LS 2144,2-jun-11,6,2011,48,39,0.19,V6,256067.40,1121404.32,11.1
LS 2144,3-jul-11,7,2011,38,31,0.18,V6,256067.40,1121404.32,11.1
LS 2144,14-ago-11,8,2011,48,39,0.19,V6,256067.40,1121404.32,11.1
LS 2144,12-sep-11,9,2011,47,38,0.19,V6,256067.40,1121404.32,11.1
LS 2144,24-oct-11,10,2011,43,35,0.19,V6,256067.40,1121404.32,11.1
LS 2144,4-nov-11,11,2011,42,34,0.19,V6,256067.40,1121404.32,11.1
LS 2144,9-dic-11,12,2011,35,28,0.2,V6,256067.40,1121404.32,11.1
LS 2144,16-ene-12,1,2012,36,29,0.19,V6,256067.40,1121404.32,11.1
LS 2144,3-feb-12,2,2012,33,27,0.18,V6,256067.40,1121404.32,11.1
LS 2144,3-mar-12,3,2012,36,29,0.19,V6,256067.40,1121404.32,11.1
LS 2144,10-may-12,5,2012,39,32,0.18,V6,256067.40,1121404.32,11.1
LS 2144,3-jun-12,6,2012,33,29,0.12,V6,256067.40,1121404.32,11.1
LS 2144,14-jul-12,7,2012,36,31,0.14,V6,256067.40,1121404.32,11.1
LS 2144,4-ago-12,8,2012,35,30,0.14,V6,256067.40,1121404.32,11.1
LS 2144,9-sep-12,9,2012,32,28,0.13,V6,256067.40,1121404.32,11.1
LS 2144,31-oct-12,10,2012,21,18,0.14,V6,256067.40,1121404.32,11.1
LS 2144,2-nov-12,11,2012,29,25,0.14,V6,256067.40,1121404.32,11.1
LS 2144,29-dic-12,12,2012,29,25,0.14,V6,256067.40,1121404.32,11.1
LS 2144,9-ene-13,1,2013,24,21,0.13,V6,256067.40,1121404.32,11.1
LS 2144,1-feb-13,2,2013,26,23,0.12,V6,256067.40,1121404.32,11.1
LS 2144,13-mar-13,3,2013,26,23,0.12,V6,256067.40,1121404.32,11.1
LS 2144,8-abr-13,4,2013,24,21,0.13,V6,256067.40,1121404.32,11.1
LS 2144,13-may-13,5,2013,22,19,0.14,V6,256067.40,1121404.32,11.1
LS 2144,16-jun-13,6,2013,28,24,0.14,V6,256067.40,1121404.32,11.1
LS 2144,1-jul-13,7,2013,29,25,0.14,V6,256067.40,1121404.32,11.1
LS 2144,12-ago-13,8,2013,28,24,0.14,V6,256067.40,1121404.32,11.1
LS 2144,16-ene-14,1,2014,29,25,0.14,V6,256067.40,1121404.32,11.1
LS 2144,28-feb-14,2,2014,27,23,0.15,V6,256067.40,1121404.32,11.1
LS 2144,2-mar-14,3,2014,26,23,0.12,V6,256067.40,1121404.32,11.1
LS 2144,10-abr-14,4,2014,20,17,0.15,V6,256067.40,1121404.32,11.1
LS 2145A,1-mar-09,3,2009,32,26,0.19,U6,256239.13,1122389.32,11
LS 2145A,9-abr-09,4,2009,34,28,0.18,U6,256239.13,1122389.32,11
LS 2145A,28-may-09,5,2009,35,28,0.2,U6,256239.13,1122389.32,11
LS 2145A,19-jun-09,6,2009,32,26,0.19,U6,256239.13,1122389.32,11
LS 2145A,7-jul-09,7,2009,28,23,0.18,U6,256239.13,1122389.32,11
LS 2145A,1-ago-09,8,2009,29,23,0.21,U6,256239.13,1122389.32,11
LS 2145A,11-sep-09,9,2009,31,25,0.19,U6,256239.13,1122389.32,11
LS 2145A,5-oct-09,10,2009,27,22,0.19,U6,256239.13,1122389.32,11
LS 2145A,2-nov-09,11,2009,25,20,0.2,U6,256239.13,1122389.32,11
LS 2145A,14-feb-10,2,2010,28,23,0.18,U6,256239.13,1122389.32,11
LS 2145A,6-mar-10,3,2010,25,20,0.2,U6,256239.13,1122389.32,11
LS 2145A,9-abr-10,4,2010,36,26,0.28,U6,256239.13,1122389.32,11
LS 2145A,23-may-10,5,2010,32,23,0.28,U6,256239.13,1122389.32,11
LS 2145A,16-jun-10,6,2010,28,23,0.18,U6,256239.13,1122389.32,11
LS 2145A,7-jul-10,7,2010,36,29,0.19,U6,256239.13,1122389.32,11
LS 2145A,21-ago-10,8,2010,38,31,0.18,U6,256239.13,1122389.32,11
LS 2145A,15-sep-10,9,2010,30,24,0.2,U6,256239.13,1122389.32,11
LS 2145A,13-oct-10,10,2010,28,23,0.18,U6,256239.13,1122389.32,11
LS 2145A,19-nov-10,11,2010,26,21,0.19,U6,256239.13,1122389.32,11
LS 2145A,8-dic-10,12,2010,24,19,0.21,U6,256239.13,1122389.32,11
LS 2145A,6-ene-11,1,2011,28,23,0.18,U6,256239.13,1122389.32,11
LS 2145A,28-feb-11,2,2011,23,19,0.17,U6,256239.13,1122389.32,11
LS 2145A,29-mar-11,3,2011,25,20,0.2,U6,256239.13,1122389.32,11
LS 2145A,8-abr-11,4,2011,28,23,0.18,U6,256239.13,1122389.32,11
LS 2145A,5-may-11,5,2011,24,19,0.21,U6,256239.13,1122389.32,11
LS 2145A,16-jun-11,6,2011,24,19,0.21,U6,256239.13,1122389.32,11
LS 2145A,22-jul-11,7,2011,27,22,0.19,U6,256239.13,1122389.32,11
LS 2145A,4-ago-11,8,2011,24,19,0.21,U6,256239.13,1122389.32,11
LS 2145A,15-sep-11,9,2011,18,15,0.17,U6,256239.13,1122389.32,11
LS 2145A,23-oct-11,10,2011,12,10,0.17,U6,256239.13,1122389.32,11
LS 2145A,15-dic-11,12,2011,26,21,0.19,U6,256239.13,1122389.32,11
LS 2145A,18-ene-12,1,2012,26,21,0.19,U6,256239.13,1122389.32,11
LS 2145A,13-feb-12,2,2012,26,21,0.19,U6,256239.13,1122389.32,11
LS 2145A,19-mar-12,3,2012,24,19,0.21,U6,256239.13,1122389.32,11
LS 2145A,26-abr-12,4,2012,27,22,0.19,U6,256239.13,1122389.32,11
LS 2145A,16-may-12,5,2012,23,19,0.17,U6,256239.13,1122389.32,11
LS 2145A,14-jun-12,6,2012,21,17,0.19,U6,256239.13,1122389.32,11
LS 2145A,23-jul-12,7,2012,15,12,0.2,U6,256239.13,1122389.32,11
LS 2145A,27-ago-12,8,2012,13,11,0.15,U6,256239.13,1122389.32,11
LS 2145A,31-oct-12,10,2012,11,9,0.18,U6,256239.13,1122389.32,11
LS 2145A,12-nov-12,11,2012,18,15,0.17,U6,256239.13,1122389.32,11
LS 2145A,2-dic-12,12,2012,17,14,0.18,U6,256239.13,1122389.32,11
LS 2145A,24-ene-13,1,2013,17,16,0.06,U6,256239.13,1122389.32,11
LS 2145A,4-feb-13,2,2013,19,18,0.05,U6,256239.13,1122389.32,11
LS 2145A,25-mar-13,3,2013,17,16,0.06,U6,256239.13,1122389.32,11
LS 2145A,10-abr-13,4,2013,19,18,0.05,U6,256239.13,1122389.32,11
LS 2145A,1-may-13,5,2013,18,17,0.06,U6,256239.13,1122389.32,11
LS 2145A,14-jul-13,7,2013,20,19,0.05,U6,256239.13,1122389.32,11
LS 2145A,24-sep-13,9,2013,39,37,0.05,U6,256239.13,1122389.32,11
LS 2145A,25-oct-13,10,2013,16,15,0.06,U6,256239.13,1122389.32,11
LS 2145A,12-abr-14,4,2014,154,137,0.11,U6,256239.13,1122389.32,11
LS 2150,9-mar-09,3,2009,73,50,0.32,V6,255455.27,1121755.51,11
LS 2150,25-abr-09,4,2009,85,59,0.31,V6,255455.27,1121755.51,11
LS 2150,25-may-09,5,2009,99,68,0.31,V6,255455.27,1121755.51,11
LS 2150,7-jun-09,6,2009,79,69,0.13,V6,255455.27,1121755.51,11
LS 2150,18-jul-09,7,2009,74,64,0.14,V6,255455.27,1121755.51,11
LS 2150,20-ago-09,8,2009,69,60,0.13,V6,255455.27,1121755.51,11
LS 2150,16-sep-09,9,2009,85,74,0.13,V6,255455.27,1121755.51,11
LS 2150,5-oct-09,10,2009,59,51,0.14,V6,255455.27,1121755.51,11
LS 2150,8-nov-09,11,2009,72,64,0.11,V6,255455.27,1121755.51,11
LS 2150,28-ene-10,1,2010,54,48,0.11,V6,255455.27,1121755.51,11
LS 2150,13-feb-10,2,2010,57,51,0.11,V6,255455.27,1121755.51,11
LS 2150,6-mar-10,3,2010,56,50,0.11,V6,255455.27,1121755.51,11
LS 2150,9-abr-10,4,2010,67,60,0.1,V6,255455.27,1121755.51,11
LS 2150,21-may-10,5,2010,59,52,0.12,V6,255455.27,1121755.51,11
LS 2150,9-jun-10,6,2010,55,49,0.11,V6,255455.27,1121755.51,11
LS 2150,18-jul-10,7,2010,65,58,0.11,V6,255455.27,1121755.51,11
LS 2150,5-ago-10,8,2010,68,60,0.12,V6,255455.27,1121755.51,11
LS 2150,8-oct-10,10,2010,59,52,0.12,V6,255455.27,1121755.51,11
LS 2150,8-nov-10,11,2010,48,43,0.1,V6,255455.27,1121755.51,11
LS 2150,6-dic-10,12,2010,60,53,0.12,V6,255455.27,1121755.51,11
LS 2150,24-feb-11,2,2011,59,52,0.12,V6,255455.27,1121755.51,11
LS 2150,10-mar-11,3,2011,49,44,0.1,V6,255455.27,1121755.51,11
LS 2150,17-abr-11,4,2011,50,44,0.12,V6,255455.27,1121755.51,11
LS 2150,13-may-11,5,2011,49,44,0.1,V6,255455.27,1121755.51,11
LS 2150,9-jun-11,6,2011,74,66,0.11,V6,255455.27,1121755.51,11
LS 2150,23-jul-11,7,2011,55,50,0.09,V6,255455.27,1121755.51,11
LS 2150,24-ago-11,8,2011,55,50,0.09,V6,255455.27,1121755.51,11
LS 2150,15-sep-11,9,2011,59,54,0.08,V6,255455.27,1121755.51,11
LS 2150,16-oct-11,10,2011,64,58,0.09,V6,255455.27,1121755.51,11
LS 2150,11-nov-11,11,2011,55,50,0.09,V6,255455.27,1121755.51,11
LS 2150,6-dic-11,12,2011,47,43,0.09,V6,255455.27,1121755.51,11
LS 2150,24-ene-12,1,2012,38,35,0.08,V6,255455.27,1121755.51,11
LS 2150,10-feb-12,2,2012,39,35,0.1,V6,255455.27,1121755.51,11
LS 2150,6-mar-12,3,2012,46,45,0.02,V6,255455.27,1121755.51,11
LS 2150,7-abr-12,4,2012,48,46,0.04,V6,255455.27,1121755.51,11
LS 2150,9-may-12,5,2012,42,41,0.02,V6,255455.27,1121755.51,11
LS 2150,8-jun-12,6,2012,45,43,0.04,V6,255455.27,1121755.51,11
LS 2150,3-jul-12,7,2012,42,40,0.05,V6,255455.27,1121755.51,11
LS 2150,19-ago-12,8,2012,50,47,0.06,V6,255455.27,1121755.51,11
LS 2150,15-sep-12,9,2012,43,41,0.05,V6,255455.27,1121755.51,11
LS 2150,16-nov-12,11,2012,34,32,0.06,V6,255455.27,1121755.51,11
LS 2150,23-dic-12,12,2012,40,38,0.05,V6,255455.27,1121755.51,11
LS 2150,3-mar-13,3,2013,41,40,0.02,V6,255455.27,1121755.51,11
LS 2150,19-may-13,5,2013,25,24,0.04,V6,255455.27,1121755.51,11
LS 2150,12-jun-13,6,2013,39,38,0.03,V6,255455.27,1121755.51,11
LS 2150,24-jul-13,7,2013,38,37,0.03,V6,255455.27,1121755.51,11
LS 2150,12-ago-13,8,2013,35,34,0.03,V6,255455.27,1121755.51,11
LS 2150,1-oct-13,10,2013,44,43,0.02,V6,255455.27,1121755.51,11
LS 2150,29-dic-13,12,2013,35,34,0.03,V6,255455.27,1121755.51,11
LS 2150,16-ene-14,1,2014,34,33,0.03,V6,255455.27,1121755.51,11
LS 2150,28-feb-14,2,2014,30,29,0.03,V6,255455.27,1121755.51,11
LS 2150,12-mar-14,3,2014,37,36,0.03,V6,255455.27,1121755.51,11
LS 2150,12-abr-14,4,2014,33,32,0.03,V6,255455.27,1121755.51,11
LS 2153,18-feb-09,2,2009,53,45,0.15,V6,256445.76,1121397.44,11.4
LS 2153,14-may-09,5,2009,48,41,0.15,V6,256445.76,1121397.44,11.4
LS 2153,3-jul-09,7,2009,67,57,0.15,V6,256445.76,1121397.44,11.4
LS 2153,6-ago-09,8,2009,68,58,0.15,V6,256445.76,1121397.44,11.4
LS 2153,1-sep-09,9,2009,60,51,0.15,V6,256445.76,1121397.44,11.4
LS 2153,1-nov-09,11,2009,51,43,0.16,V6,256445.76,1121397.44,11.4
LS 2153,2-dic-09,12,2009,47,40,0.15,V6,256445.76,1121397.44,11.4
LS 2153,24-ene-11,1,2011,189,123,0.35,V6,256445.76,1121397.44,11.4
LS 2153,4-feb-11,2,2011,203,132,0.35,V6,256445.76,1121397.44,11.4
LS 2153,1-mar-11,3,2011,181,118,0.35,V6,256445.76,1121397.44,11.4
LS 2153,6-abr-11,4,2011,195,143,0.27,V6,256445.76,1121397.44,11.4
LS 2153,1-may-11,5,2011,191,140,0.27,V6,256445.76,1121397.44,11.4
LS 2153,6-jun-11,6,2011,189,138,0.27,V6,256445.76,1121397.44,11.4
LS 2153,15-jul-11,7,2011,200,146,0.27,V6,256445.76,1121397.44,11.4
LS 2153,1-ago-11,8,2011,194,142,0.27,V6,256445.76,1121397.44,11.4
LS 2153,22-oct-11,10,2011,200,146,0.27,V6,256445.76,1121397.44,11.4
LS 2153,8-dic-11,12,2011,159,116,0.27,V6,256445.76,1121397.44,11.4
LS 2153,3-ene-12,1,2012,157,115,0.27,V6,256445.76,1121397.44,11.4
LS 2153,3-feb-12,2,2012,131,96,0.27,V6,256445.76,1121397.44,11.4
LS 2153,2-mar-12,3,2012,149,109,0.27,V6,256445.76,1121397.44,11.4
LS 2153,2-abr-12,4,2012,186,136,0.27,V6,256445.76,1121397.44,11.4
LS 2153,2-may-12,5,2012,184,134,0.27,V6,256445.76,1121397.44,11.4
LS 2153,1-jun-12,6,2012,151,110,0.27,V6,256445.76,1121397.44,11.4
LS 2153,2-jul-12,7,2012,117,86,0.26,V6,256445.76,1121397.44,11.4
LS 2153,7-ago-12,8,2012,101,74,0.27,V6,256445.76,1121397.44,11.4
LS 2153,3-sep-12,9,2012,97,71,0.27,V6,256445.76,1121397.44,11.4
LS 2153,1-nov-12,11,2012,87,64,0.26,V6,256445.76,1121397.44,11.4
LS 2153,2-dic-12,12,2012,81,59,0.27,V6,256445.76,1121397.44,11.4
LS 2153,8-ene-13,1,2013,80,76,0.05,V6,256445.76,1121397.44,11.4
LS 2153,7-feb-13,2,2013,48,46,0.04,V6,256445.76,1121397.44,11.4
LS 2153,21-abr-13,4,2013,83,79,0.05,V6,256445.76,1121397.44,11.4
LS 2153,3-may-13,5,2013,86,82,0.05,V6,256445.76,1121397.44,11.4
LS 2153,8-jun-13,6,2013,87,83,0.05,V6,256445.76,1121397.44,11.4
LS 2153,9-jul-13,7,2013,91,86,0.05,V6,256445.76,1121397.44,11.4
LS 2153,6-ago-13,8,2013,93,88,0.05,V6,256445.76,1121397.44,11.4
LS 2153,11-sep-13,9,2013,84,80,0.05,V6,256445.76,1121397.44,11.4
LS 2153,2-dic-13,12,2013,69,65,0.06,V6,256445.76,1121397.44,11.4
LS 2153,4-ene-14,1,2014,71,67,0.06,V6,256445.76,1121397.44,11.4
LS 2153,19-feb-14,2,2014,65,62,0.05,V6,256445.76,1121397.44,11.4
LS 2153,1-mar-14,3,2014,67,64,0.04,V6,256445.76,1121397.44,11.4
LS 2153,5-abr-14,4,2014,78,74,0.05,V6,256445.76,1121397.44,11.4
LS 2154A,6-feb-09,2,2009,429,339,0.21,U5,254616.88,1122475.34,11.1
LS 2154A,3-mar-09,3,2009,399,315,0.21,U5,254616.88,1122475.34,11.1
LS 2154A,4-abr-09,4,2009,450,302,0.33,U5,254616.88,1122475.34,11.1
LS 2154A,3-may-09,5,2009,444,298,0.33,U5,254616.88,1122475.34,11.1
LS 2154A,2-jun-09,6,2009,435,292,0.33,U5,254616.88,1122475.34,11.1
LS 2154A,1-jul-09,7,2009,461,310,0.33,U5,254616.88,1122475.34,11.1
LS 2154A,1-ago-09,8,2009,429,288,0.33,U5,254616.88,1122475.34,11.1
LS 2154A,28-sep-09,9,2009,220,148,0.33,U5,254616.88,1122475.34,11.1
LS 2154A,21-oct-09,10,2009,231,155,0.33,U5,254616.88,1122475.34,11.1
LS 2154A,3-nov-09,11,2009,232,156,0.33,U5,254616.88,1122475.34,11.1
LS 2154A,13-feb-10,2,2010,362,243,0.33,U5,254616.88,1122475.34,11.1
LS 2154A,27-mar-10,3,2010,343,95,0.72,U5,254616.88,1122475.34,11.1
LS 2154A,9-abr-10,4,2010,356,98,0.72,U5,254616.88,1122475.34,11.1
LS 2154A,9-jun-10,6,2010,182,50,0.73,U5,254616.88,1122475.34,11.1
LS 2154A,11-jul-10,7,2010,329,91,0.72,U5,254616.88,1122475.34,11.1
LS 2154A,6-ago-10,8,2010,255,71,0.72,U5,254616.88,1122475.34,11.1
LS 2154A,10-sep-10,9,2010,180,50,0.72,U5,254616.88,1122475.34,11.1
LS 2154A,9-oct-10,10,2010,214,59,0.72,U5,254616.88,1122475.34,11.1
LS 2154A,15-dic-10,12,2010,151,42,0.72,U5,254616.88,1122475.34,11.1
LS 2154A,1-feb-11,2,2011,165,46,0.72,U5,254616.88,1122475.34,11.1
LS 2154A,5-mar-11,3,2011,137,38,0.72,U5,254616.88,1122475.34,11.1
LS 2154A,9-abr-11,4,2011,126,35,0.72,U5,254616.88,1122475.34,11.1
LS 2154A,5-jun-11,6,2011,131,36,0.73,U5,254616.88,1122475.34,11.1
LS 2154A,2-jul-11,7,2011,130,36,0.72,U5,254616.88,1122475.34,11.1
LS 2154A,4-ago-11,8,2011,111,31,0.72,U5,254616.88,1122475.34,11.1
LS 2154A,8-sep-11,9,2011,129,36,0.72,U5,254616.88,1122475.34,11.1
LS 2154A,2-oct-11,10,2011,83,23,0.72,U5,254616.88,1122475.34,11.1
LS 2154A,9-nov-11,11,2011,95,26,0.73,U5,254616.88,1122475.34,11.1
LS 2154A,26-dic-11,12,2011,78,22,0.72,U5,254616.88,1122475.34,11.1
LS 2154A,28-feb-12,2,2012,114,32,0.72,U5,254616.88,1122475.34,11.1
LS 2154A,7-mar-12,3,2012,119,33,0.72,U5,254616.88,1122475.34,11.1
LS 2154A,22-abr-12,4,2012,125,35,0.72,U5,254616.88,1122475.34,11.1
LS 2154A,1-may-12,5,2012,125,35,0.72,U5,254616.88,1122475.34,11.1
LS 2154A,1-jun-12,6,2012,121,33,0.73,U5,254616.88,1122475.34,11.1
LS 2154A,7-jul-12,7,2012,122,34,0.72,U5,254616.88,1122475.34,11.1
LS 2154A,13-ago-12,8,2012,127,35,0.72,U5,254616.88,1122475.34,11.1
LS 2154A,7-sep-12,9,2012,125,35,0.72,U5,254616.88,1122475.34,11.1
LS 2154A,2-oct-12,10,2012,124,34,0.73,U5,254616.88,1122475.34,11.1
LS 2154A,11-nov-12,11,2012,125,35,0.72,U5,254616.88,1122475.34,11.1
LS 2154A,4-feb-13,2,2013,129,36,0.72,U5,254616.88,1122475.34,11.1
LS 2154A,3-mar-13,3,2013,130,36,0.72,U5,254616.88,1122475.34,11.1
LS 2154A,3-abr-13,4,2013,147,41,0.72,U5,254616.88,1122475.34,11.1
LS 2154A,1-may-13,5,2013,165,46,0.72,U5,254616.88,1122475.34,11.1
LS 2154A,8-jun-13,6,2013,136,38,0.72,U5,254616.88,1122475.34,11.1
LS 2154A,7-jul-13,7,2013,135,37,0.73,U5,254616.88,1122475.34,11.1
LS 2154A,26-ago-13,8,2013,125,35,0.72,U5,254616.88,1122475.34,11.1
LS 2154A,23-sep-13,9,2013,140,39,0.72,U5,254616.88,1122475.34,11.1
LS 2154A,24-oct-13,10,2013,124,34,0.73,U5,254616.88,1122475.34,11.1
LS 2154A,3-nov-13,11,2013,108,30,0.72,U5,254616.88,1122475.34,11.1
LS 2154A,20-ene-14,1,2014,110,30,0.73,U5,254616.88,1122475.34,11.1
LS 2154A,26-feb-14,2,2014,107,30,0.72,U5,254616.88,1122475.34,11.1
LS 2154A,5-mar-14,3,2014,93,26,0.72,U5,254616.88,1122475.34,11.1
LS 2154A,1-abr-14,4,2014,105,29,0.72,U5,254616.88,1122475.34,11.1
LS 2160,8-ene-09,1,2009,125,96,0.23,V6,256826.14,1121431.89,10.6
LS 2160,3-may-09,5,2009,108,83,0.23,V6,256826.14,1121431.89,10.6
LS 2160,9-jul-09,7,2009,40,31,0.23,V6,256826.14,1121431.89,10.6
LS 2160,14-sep-09,9,2009,154,119,0.23,V6,256826.14,1121431.89,10.6
LS 2160,8-nov-09,11,2009,36,28,0.22,V6,256826.14,1121431.89,10.6
LS 2160,17-ene-10,1,2010,32,25,0.22,V6,256826.14,1121431.89,10.6
LS 2160,16-mar-10,3,2010,34,26,0.24,V6,256826.14,1121431.89,10.6
LS 2160,18-may-10,5,2010,21,16,0.24,V6,256826.14,1121431.89,10.6
LS 2160,4-jun-10,6,2010,19,15,0.21,V6,256826.14,1121431.89,10.6
LS 2160,17-jul-10,7,2010,24,18,0.25,V6,256826.14,1121431.89,10.6
LS 2160,2-ago-10,8,2010,27,21,0.22,V6,256826.14,1121431.89,10.6
LS 2160,7-dic-10,12,2010,27,21,0.22,V6,256826.14,1121431.89,10.6
LS 2160,11-ene-11,1,2011,27,21,0.22,V6,256826.14,1121431.89,10.6
LS 2160,11-feb-11,2,2011,6,5,0.17,V6,256826.14,1121431.89,10.6
LS 2160,15-mar-11,3,2011,34,26,0.24,V6,256826.14,1121431.89,10.6
LS 2160,4-abr-11,4,2011,30,23,0.23,V6,256826.14,1121431.89,10.6
LS 2160,19-jul-11,7,2011,28,22,0.21,V6,256826.14,1121431.89,10.6
LS 2160,17-ago-11,8,2011,21,16,0.24,V6,256826.14,1121431.89,10.6
LS 2160,4-sep-11,9,2011,21,16,0.24,V6,256826.14,1121431.89,10.6
LS 2160,6-nov-11,11,2011,19,15,0.21,V6,256826.14,1121431.89,10.6
LS 2160,30-ene-12,1,2012,16,12,0.25,V6,256826.14,1121431.89,10.6
LS 2160,8-feb-12,2,2012,15,12,0.2,V6,256826.14,1121431.89,10.6
LS 2160,4-mar-12,3,2012,13,10,0.23,V6,256826.14,1121431.89,10.6
LS 2160,27-may-12,5,2012,13,10,0.23,V6,256826.14,1121431.89,10.6
LS 2160,27-jun-12,6,2012,17,13,0.24,V6,256826.14,1121431.89,10.6
LS 2160,15-jul-12,7,2012,8,6,0.25,V6,256826.14,1121431.89,10.6
LS 2160,13-ago-12,8,2012,20,15,0.25,V6,256826.14,1121431.89,10.6
LS 2160,27-nov-12,11,2012,25,19,0.24,V6,256826.14,1121431.89,10.6
LS 2160,28-ene-13,1,2013,10,8,0.2,V6,256826.14,1121431.89,10.6
LS 2160,6-mar-13,3,2013,21,16,0.24,V6,256826.14,1121431.89,10.6
LS 2160,22-abr-13,4,2013,20,15,0.25,V6,256826.14,1121431.89,10.6
LS 2160,15-may-13,5,2013,19,15,0.21,V6,256826.14,1121431.89,10.6
LS 2160,10-jul-13,7,2013,25,19,0.24,V6,256826.14,1121431.89,10.6
LS 2160,27-oct-13,10,2013,26,20,0.23,V6,256826.14,1121431.89,10.6
LS 2160,5-mar-14,3,2014,17,13,0.24,V6,256826.14,1121431.89,10.6
LS 2164,1-feb-09,2,2009,41,36,0.12,V6,256693.51,1121744.08,10
LS 2164,21-mar-09,3,2009,41,36,0.12,V6,256693.51,1121744.08,10
LS 2164,17-abr-09,4,2009,32,28,0.13,V6,256693.51,1121744.08,10
LS 2164,24-may-09,5,2009,23,20,0.13,V6,256693.51,1121744.08,10
LS 2164,6-jun-09,6,2009,38,34,0.11,V6,256693.51,1121744.08,10
LS 2164,7-jul-09,7,2009,33,29,0.12,V6,256693.51,1121744.08,10
LS 2164,7-ago-09,8,2009,32,28,0.13,V6,256693.51,1121744.08,10
LS 2164,10-sep-09,9,2009,41,36,0.12,V6,256693.51,1121744.08,10
LS 2164,7-nov-09,11,2009,30,27,0.1,V6,256693.51,1121744.08,10
LS 2164,6-ene-10,1,2010,27,24,0.11,V6,256693.51,1121744.08,10
LS 2164,22-feb-10,2,2010,29,26,0.1,V6,256693.51,1121744.08,10
LS 2164,17-mar-10,3,2010,28,25,0.11,V6,256693.51,1121744.08,10
LS 2164,8-abr-10,4,2010,20,18,0.1,V6,256693.51,1121744.08,10
LS 2164,1-may-10,5,2010,21,19,0.1,V6,256693.51,1121744.08,10
LS 2164,3-jun-10,6,2010,26,23,0.12,V6,256693.51,1121744.08,10
LS 2164,6-jul-10,7,2010,26,23,0.12,V6,256693.51,1121744.08,10
LS 2164,23-ago-10,8,2010,29,26,0.1,V6,256693.51,1121744.08,10
LS 2164,12-sep-10,9,2010,31,28,0.1,V6,256693.51,1121744.08,10
LS 2164,5-oct-10,10,2010,28,25,0.11,V6,256693.51,1121744.08,10
LS 2164,6-nov-10,11,2010,26,23,0.12,V6,256693.51,1121744.08,10
