POZO,FECHA PRUEBAS,mes,año,BBPD,BNPD,% AGUA,E_FLUJO,NU_COORD_UTM ESTE,NU_COORD_UTM NORTE,°API
LB 0014A,31-may-13,5,2013,14,14,0,NN5,264926.35,1102987.91,12.6
LB 0014A,4-jun-13,6,2013,13,13,0,NN5,264926.35,1102987.91,12.6
LB 0014A,21-jul-13,7,2013,10,10,0,NN5,264926.35,1102987.91,12.6
LB 0014A,2-ago-13,8,2013,10,10,0,NN5,264926.35,1102987.91,12.6
LB 0014A,27-sep-13,9,2013,16,16,0,NN5,264926.35,1102987.91,12.6
LB 0014A,19-ene-14,1,2014,10,10,0,NN5,264926.35,1102987.91,12.6
LB 0014A,2-mar-14,3,2014,12,12,0,NN5,264926.35,1102987.91,12.6
LB 0014A,1-abr-14,4,2014,15,15,0,NN5,264926.35,1102987.91,12.6
LB 0017,25-feb-09,2,2009,34,33,0.03,OO6,266112.16,1102984.15,15.4
LB 0017,28-mar-09,3,2009,39,38,0.03,OO6,266112.16,1102984.15,15.4
LB 0017,10-abr-09,4,2009,38,37,0.03,OO6,266112.16,1102984.15,15.4
LB 0017,15-may-09,5,2009,30,29,0.03,OO6,266112.16,1102984.15,15.4
LB 0017,13-jun-09,6,2009,38,37,0.03,OO6,266112.16,1102984.15,15.4
LB 0017,20-jul-09,7,2009,37,36,0.03,OO6,266112.16,1102984.15,15.4
LB 0017,6-ago-09,8,2009,41,40,0.02,OO6,266112.16,1102984.15,15.4
LB 0017,5-sep-09,9,2009,27,26,0.04,OO6,266112.16,1102984.15,15.4
LB 0017,15-nov-09,11,2009,28,26,0.07,OO6,266112.16,1102984.15,15.4
LB 0017,15-jul-10,7,2010,37,36,0.03,OO6,266112.16,1102984.15,15.4
LB 0017,19-ago-10,8,2010,30,29,0.03,OO6,266112.16,1102984.15,15.4
LB 0017,24-sep-10,9,2010,38,37,0.03,OO6,266112.16,1102984.15,15.4
LB 0017,25-nov-10,11,2010,40,39,0.03,OO6,266112.16,1102984.15,15.4
LB 0017,16-dic-10,12,2010,42,41,0.02,OO6,266112.16,1102984.15,15.4
LB 0017,22-ene-11,1,2011,38,37,0.03,OO6,266112.16,1102984.15,15.4
LB 0017,17-mar-11,3,2011,37,36,0.03,OO6,266112.16,1102984.15,15.4
LB 0017,16-may-11,5,2011,11,11,0,OO6,266112.16,1102984.15,15.4
LB 0017,7-jun-11,6,2011,43,42,0.02,OO6,266112.16,1102984.15,15.4
LB 0017,1-nov-11,11,2011,40,39,0.03,OO6,266112.16,1102984.15,15.4
LB 0017,23-dic-11,12,2011,32,31,0.03,OO6,266112.16,1102984.15,15.4
LB 0017,19-ene-12,1,2012,30,29,0.03,OO6,266112.16,1102984.15,15.4
LB 0017,9-may-12,5,2012,33,32,0.03,OO6,266112.16,1102984.15,15.4
LB 0017,6-jul-12,7,2012,27,26,0.04,OO6,266112.16,1102984.15,15.4
LB 0017,27-jul-12,7,2012,24,23,0.04,OO6,266112.16,1102984.15,15.4
LB 0017,23-sep-12,9,2012,32,31,0.03,OO6,266112.16,1102984.15,15.4
LB 0017,12-nov-12,11,2012,33,32,0.03,OO6,266112.16,1102984.15,15.4
LB 0017,23-nov-12,11,2012,31,30,0.03,OO6,266112.16,1102984.15,15.4
LB 0017,14-dic-12,12,2012,32,31,0.03,OO6,266112.16,1102984.15,15.4
LB 0017,14-ene-13,1,2013,35,33,0.06,OO6,266112.16,1102984.15,15.4
LB 0017,13-feb-13,2,2013,31,30,0.03,OO6,266112.16,1102984.15,15.4
LB 0017,7-mar-13,3,2013,34,32,0.06,OO6,266112.16,1102984.15,15.4
LB 0017,5-abr-13,4,2013,30,29,0.03,OO6,266112.16,1102984.15,15.4
LB 0017,6-jun-13,6,2013,25,24,0.04,OO6,266112.16,1102984.15,15.4
LB 0017,26-jul-13,7,2013,37,35,0.05,OO6,266112.16,1102984.15,15.4
LB 0017,24-ago-13,8,2013,35,33,0.06,OO6,266112.16,1102984.15,15.4
LB 0017,26-sep-13,9,2013,29,28,0.03,OO6,266112.16,1102984.15,15.4
LB 0017,8-oct-13,10,2013,36,34,0.06,OO6,266112.16,1102984.15,15.4
LB 0017,16-ene-14,1,2014,41,39,0.05,OO6,266112.16,1102984.15,15.4
LB 0017,7-feb-14,2,2014,39,37,0.05,OO6,266112.16,1102984.15,15.4
LB 0017,6-abr-14,4,2014,37,35,0.05,OO6,266112.16,1102984.15,15.4
LB 0022A,14-ene-13,1,2013,17,15,0.12,PP6,267590.54,1101910.50,14.6
LB 0022A,15-ene-13,1,2013,16,14,0.13,PP6,267590.54,1101910.50,14.6
LB 0022A,24-may-13,5,2013,14,12,0.14,PP6,267590.54,1101910.50,14.6
LB 0022A,7-ago-13,8,2013,14,12,0.14,PP6,267590.54,1101910.50,14.6
LB 0023,12-ene-09,1,2009,15,14,0.07,OO6,267114.65,1102633.33,14.2
LB 0023,9-mar-09,3,2009,25,24,0.04,OO6,267114.65,1102633.33,14.2
LB 0023,19-jul-09,7,2009,5,5,0,OO6,267114.65,1102633.33,14.2
LB 0023,25-sep-09,9,2009,22,21,0.05,OO6,267114.65,1102633.33,14.2
LB 0023,5-nov-10,11,2010,21,20,0.05,OO6,267114.65,1102633.33,14.2
LB 0023,17-dic-10,12,2010,17,16,0.06,OO6,267114.65,1102633.33,14.2
LB 0023,21-ene-11,1,2011,14,13,0.07,OO6,267114.65,1102633.33,14.2
LB 0023,28-feb-11,2,2011,10,10,0,OO6,267114.65,1102633.33,14.2
LB 0023,9-mar-11,3,2011,11,10,0.09,OO6,267114.65,1102633.33,14.2
LB 0023,15-abr-11,4,2011,13,12,0.08,OO6,267114.65,1102633.33,14.2
LB 0023,11-may-11,5,2011,16,15,0.06,OO6,267114.65,1102633.33,14.2
LB 0023,25-ago-11,8,2011,13,12,0.08,OO6,267114.65,1102633.33,14.2
LB 0023,22-oct-11,10,2011,12,11,0.08,OO6,267114.65,1102633.33,14.2
LB 0023,11-nov-11,11,2011,14,13,0.07,OO6,267114.65,1102633.33,14.2
LB 0023,12-ene-12,1,2012,21,20,0.05,OO6,267114.65,1102633.33,14.2
LB 0023,8-abr-14,4,2014,28,27,0.04,OO6,267114.65,1102633.33,14.2
LB 0029,26-ene-09,1,2009,16,13,0.19,OO6,266898.61,1102740.80,13
LB 0029,16-mar-09,3,2009,15,12,0.2,OO6,266898.61,1102740.80,13
LB 0029,8-abr-09,4,2009,15,14,0.07,OO6,266898.61,1102740.80,13
LB 0029,24-jul-09,7,2009,10,10,0,OO6,266898.61,1102740.80,13
LB 0029,30-ago-09,8,2009,16,15,0.06,OO6,266898.61,1102740.80,13
LB 0029,28-nov-09,11,2009,14,13,0.07,OO6,266898.61,1102740.80,13
LB 0029,26-jul-10,7,2010,10,9,0.1,OO6,266898.61,1102740.80,13
LB 0029,11-ago-10,8,2010,12,11,0.08,OO6,266898.61,1102740.80,13
LB 0029,17-sep-10,9,2010,10,9,0.1,OO6,266898.61,1102740.80,13
LB 0029,13-may-12,5,2012,29,26,0.1,OO6,266898.61,1102740.80,13
LB 0029,4-jun-12,6,2012,28,26,0.07,OO6,266898.61,1102740.80,13
LB 0029,28-jul-12,7,2012,29,26,0.1,OO6,266898.61,1102740.80,13
LB 0029,8-ago-12,8,2012,30,27,0.1,OO6,266898.61,1102740.80,13
LB 0029,16-sep-12,9,2012,28,26,0.07,OO6,266898.61,1102740.80,13
LB 0029,25-oct-12,10,2012,28,26,0.07,OO6,266898.61,1102740.80,13
LB 0029,29-nov-12,11,2012,27,25,0.07,OO6,266898.61,1102740.80,13
LB 0029,28-dic-12,12,2012,28,26,0.07,OO6,266898.61,1102740.80,13
LB 0029,8-ene-13,1,2013,31,27,0.13,OO6,266898.61,1102740.80,13
LB 0029,2-mar-13,3,2013,26,23,0.12,OO6,266898.61,1102740.80,13
LB 0029,17-abr-13,4,2013,26,23,0.12,OO6,266898.61,1102740.80,13
LB 0029,27-may-13,5,2013,25,22,0.12,OO6,266898.61,1102740.80,13
LB 0029,21-jul-13,7,2013,25,22,0.12,OO6,266898.61,1102740.80,13
LB 0029,4-ago-13,8,2013,23,20,0.13,OO6,266898.61,1102740.80,13
LB 0029,7-sep-13,9,2013,23,20,0.13,OO6,266898.61,1102740.80,13
LB 0029,4-oct-13,10,2013,24,21,0.13,OO6,266898.61,1102740.80,13
LB 0029,9-nov-13,11,2013,25,22,0.12,OO6,266898.61,1102740.80,13
LB 0029,12-dic-13,12,2013,22,19,0.14,OO6,266898.61,1102740.80,13
LB 0029,8-ene-14,1,2014,23,20,0.13,OO6,266898.61,1102740.80,13
LB 0029,10-feb-14,2,2014,20,17,0.15,OO6,266898.61,1102740.80,13
LB 0029,26-mar-14,3,2014,24,21,0.13,OO6,266898.61,1102740.80,13
LB 0029,2-abr-14,4,2014,22,19,0.14,OO6,266898.61,1102740.80,13
LB 0030,20-ene-09,1,2009,9,9,0,OO6,266702.48,1102400.80,15.6
LB 0030,15-abr-09,4,2009,29,28,0.03,OO6,266702.48,1102400.80,15.6
LB 0030,8-jul-09,7,2009,28,27,0.04,OO6,266702.48,1102400.80,15.6
LB 0030,1-ago-09,8,2009,30,29,0.03,OO6,266702.48,1102400.80,15.6
LB 0030,17-sep-09,9,2009,28,27,0.04,OO6,266702.48,1102400.80,15.6
LB 0030,29-oct-09,10,2009,28,27,0.04,OO6,266702.48,1102400.80,15.6
LB 0030,22-nov-09,11,2009,27,26,0.04,OO6,266702.48,1102400.80,15.6
LB 0030,4-may-10,5,2010,24,23,0.04,OO6,266702.48,1102400.80,15.6
LB 0030,25-jun-10,6,2010,26,25,0.04,OO6,266702.48,1102400.80,15.6
LB 0030,20-jul-10,7,2010,20,19,0.05,OO6,266702.48,1102400.80,15.6
LB 0030,15-ago-10,8,2010,22,21,0.05,OO6,266702.48,1102400.80,15.6
LB 0030,14-sep-10,9,2010,21,20,0.05,OO6,266702.48,1102400.80,15.6
LB 0030,22-oct-10,10,2010,21,20,0.05,OO6,266702.48,1102400.80,15.6
LB 0030,24-nov-10,11,2010,23,22,0.04,OO6,266702.48,1102400.80,15.6
LB 0030,20-dic-10,12,2010,21,20,0.05,OO6,266702.48,1102400.80,15.6
LB 0030,14-ene-11,1,2011,20,19,0.05,OO6,266702.48,1102400.80,15.6
LB 0030,26-feb-11,2,2011,20,19,0.05,OO6,266702.48,1102400.80,15.6
LB 0030,31-mar-12,3,2012,37,35,0.05,OO6,266702.48,1102400.80,15.6
LB 0030,11-may-12,5,2012,44,42,0.05,OO6,266702.48,1102400.80,15.6
LB 0030,27-jun-12,6,2012,42,40,0.05,OO6,266702.48,1102400.80,15.6
LB 0030,25-jul-12,7,2012,43,41,0.05,OO6,266702.48,1102400.80,15.6
LB 0030,9-ago-12,8,2012,39,37,0.05,OO6,266702.48,1102400.80,15.6
LB 0030,14-sep-12,9,2012,41,39,0.05,OO6,266702.48,1102400.80,15.6
LB 0030,13-oct-12,10,2012,38,36,0.05,OO6,266702.48,1102400.80,15.6
LB 0030,2-nov-12,11,2012,38,36,0.05,OO6,266702.48,1102400.80,15.6
LB 0030,4-dic-12,12,2012,42,40,0.05,OO6,266702.48,1102400.80,15.6
LB 0030,5-ene-13,1,2013,40,38,0.05,OO6,266702.48,1102400.80,15.6
LB 0030,16-feb-13,2,2013,47,45,0.04,OO6,266702.48,1102400.80,15.6
LB 0030,4-mar-13,3,2013,42,40,0.05,OO6,266702.48,1102400.80,15.6
LB 0030,6-abr-13,4,2013,41,39,0.05,OO6,266702.48,1102400.80,15.6
LB 0030,10-may-13,5,2013,40,38,0.05,OO6,266702.48,1102400.80,15.6
LB 0030,4-jun-13,6,2013,38,36,0.05,OO6,266702.48,1102400.80,15.6
LB 0030,5-jul-13,7,2013,38,36,0.05,OO6,266702.48,1102400.80,15.6
LB 0030,5-ago-13,8,2013,37,35,0.05,OO6,266702.48,1102400.80,15.6
LB 0030,6-sep-13,9,2013,41,39,0.05,OO6,266702.48,1102400.80,15.6
LB 0030,3-oct-13,10,2013,39,37,0.05,OO6,266702.48,1102400.80,15.6
LB 0030,3-nov-13,11,2013,42,40,0.05,OO6,266702.48,1102400.80,15.6
LB 0030,3-dic-13,12,2013,41,39,0.05,OO6,266702.48,1102400.80,15.6
LB 0030,16-ene-14,1,2014,42,40,0.05,OO6,266702.48,1102400.80,15.6
LB 0030,6-feb-14,2,2014,42,40,0.05,OO6,266702.48,1102400.80,15.6
LB 0030,7-mar-14,3,2014,41,39,0.05,OO6,266702.48,1102400.80,15.6
LB 0030,3-abr-14,4,2014,35,33,0.06,OO6,266702.48,1102400.80,15.6
LB 0032,3-feb-09,2,2009,15,15,0,OO6,266899.64,1102510.90,13.2
LB 0032,9-abr-09,4,2009,17,17,0,OO6,266899.64,1102510.90,13.2
LB 0032,13-jul-09,7,2009,15,15,0,OO6,266899.64,1102510.90,13.2
LB 0032,7-sep-09,9,2009,18,17,0.06,OO6,266899.64,1102510.90,13.2
LB 0032,8-oct-09,10,2009,15,14,0.07,OO6,266899.64,1102510.90,13.2
LB 0032,26-jun-10,6,2010,18,17,0.06,OO6,266899.64,1102510.90,13.2
LB 0032,28-jul-10,7,2010,14,13,0.07,OO6,266899.64,1102510.90,13.2
LB 0032,24-ago-10,8,2010,17,16,0.06,OO6,266899.64,1102510.90,13.2
LB 0032,5-sep-10,9,2010,16,15,0.06,OO6,266899.64,1102510.90,13.2
LB 0032,29-oct-10,10,2010,17,16,0.06,OO6,266899.64,1102510.90,13.2
LB 0032,6-nov-10,11,2010,17,16,0.06,OO6,266899.64,1102510.90,13.2
LB 0032,7-dic-10,12,2010,18,17,0.06,OO6,266899.64,1102510.90,13.2
LB 0032,23-ene-11,1,2011,19,18,0.05,OO6,266899.64,1102510.90,13.2
LB 0032,25-feb-11,2,2011,18,17,0.06,OO6,266899.64,1102510.90,13.2
LB 0032,16-mar-11,3,2011,15,14,0.07,OO6,266899.64,1102510.90,13.2
LB 0032,19-abr-11,4,2011,15,14,0.07,OO6,266899.64,1102510.90,13.2
LB 0032,19-may-11,5,2011,17,16,0.06,OO6,266899.64,1102510.90,13.2
LB 0032,2-jun-11,6,2011,16,15,0.06,OO6,266899.64,1102510.90,13.2
LB 0032,16-nov-11,11,2011,39,37,0.05,OO6,266899.64,1102510.90,13.2
LB 0032,8-dic-11,12,2011,36,34,0.06,OO6,266899.64,1102510.90,13.2
LB 0032,6-ene-12,1,2012,36,34,0.06,OO6,266899.64,1102510.90,13.2
LB 0032,2-feb-12,2,2012,38,36,0.05,OO6,266899.64,1102510.90,13.2
LB 0032,2-mar-12,3,2012,38,36,0.05,OO6,266899.64,1102510.90,13.2
LB 0032,8-abr-12,4,2012,42,40,0.05,OO6,266899.64,1102510.90,13.2
LB 0032,12-may-12,5,2012,38,36,0.05,OO6,266899.64,1102510.90,13.2
LB 0032,28-jun-12,6,2012,43,41,0.05,OO6,266899.64,1102510.90,13.2
LB 0032,4-jul-12,7,2012,44,42,0.05,OO6,266899.64,1102510.90,13.2
LB 0032,5-sep-12,9,2012,44,42,0.05,OO6,266899.64,1102510.90,13.2
LB 0032,11-nov-12,11,2012,36,34,0.06,OO6,266899.64,1102510.90,13.2
LB 0032,3-dic-12,12,2012,36,34,0.06,OO6,266899.64,1102510.90,13.2
LB 0032,6-ene-13,1,2013,37,35,0.05,OO6,266899.64,1102510.90,13.2
LB 0032,4-sep-13,9,2013,33,30,0.09,OO6,266899.64,1102510.90,13.2
LB 0032,10-oct-13,10,2013,31,29,0.06,OO6,266899.64,1102510.90,13.2
LB 0034,29-ene-09,1,2009,27,17,0.37,OO6,267100.08,1102393.99,12.3
LB 0034,28-abr-09,4,2009,8,5,0.38,OO6,267100.08,1102393.99,12.3
LB 0034,11-jun-10,6,2010,11,7,0.36,OO6,267100.08,1102393.99,12.3
LB 0034,21-jul-10,7,2010,12,8,0.33,OO6,267100.08,1102393.99,12.3
LB 0034,17-ene-12,1,2012,34,22,0.35,OO6,267100.08,1102393.99,12.3
LB 0034,4-feb-12,2,2012,34,22,0.35,OO6,267100.08,1102393.99,12.3
LB 0034,3-mar-12,3,2012,40,25,0.38,OO6,267100.08,1102393.99,12.3
LB 0034,15-may-12,5,2012,34,22,0.35,OO6,267100.08,1102393.99,12.3
LB 0034,5-jun-12,6,2012,31,20,0.35,OO6,267100.08,1102393.99,12.3
LB 0034,26-jul-12,7,2012,32,20,0.38,OO6,267100.08,1102393.99,12.3
LB 0034,6-ago-12,8,2012,32,20,0.38,OO6,267100.08,1102393.99,12.3
LB 0034,18-sep-12,9,2012,32,20,0.38,OO6,267100.08,1102393.99,12.3
LB 0034,26-oct-12,10,2012,33,21,0.36,OO6,267100.08,1102393.99,12.3
LB 0034,9-nov-12,11,2012,34,22,0.35,OO6,267100.08,1102393.99,12.3
LB 0034,9-dic-12,12,2012,33,21,0.36,OO6,267100.08,1102393.99,12.3
LB 0034,9-ene-13,1,2013,29,26,0.1,OO6,267100.08,1102393.99,12.3
LB 0034,12-feb-13,2,2013,29,26,0.1,OO6,267100.08,1102393.99,12.3
LB 0034,5-mar-13,3,2013,28,26,0.07,OO6,267100.08,1102393.99,12.3
LB 0034,4-abr-13,4,2013,28,26,0.07,OO6,267100.08,1102393.99,12.3
LB 0034,3-jun-13,6,2013,24,22,0.08,OO6,267100.08,1102393.99,12.3
LB 0034,22-ago-13,8,2013,40,36,0.1,OO6,267100.08,1102393.99,12.3
LB 0034,17-ene-14,1,2014,30,27,0.1,OO6,267100.08,1102393.99,12.3
LB 0034,12-feb-14,2,2014,28,26,0.07,OO6,267100.08,1102393.99,12.3
LB 0034,29-abr-14,4,2014,26,24,0.08,OO6,267100.08,1102393.99,12.3
LB 0036B,22-feb-09,2,2009,119,118,0.01,OO4,264489.26,1101074.45,12.7
LB 0036B,16-mar-09,3,2009,126,124,0.02,OO4,264489.26,1101074.45,12.7
LB 0036B,29-abr-09,4,2009,131,129,0.02,OO4,264489.26,1101074.45,12.7
LB 0036B,12-may-09,5,2009,115,114,0.01,OO4,264489.26,1101074.45,12.7
LB 0036B,21-jun-09,6,2009,126,124,0.02,OO4,264489.26,1101074.45,12.7
LB 0036B,11-jul-09,7,2009,117,116,0.01,OO4,264489.26,1101074.45,12.7
LB 0036B,26-ago-09,8,2009,102,101,0.01,OO4,264489.26,1101074.45,12.7
LB 0036B,2-sep-09,9,2009,127,125,0.02,OO4,264489.26,1101074.45,12.7
LB 0036B,3-oct-09,10,2009,127,125,0.02,OO4,264489.26,1101074.45,12.7
LB 0036B,11-nov-09,11,2009,128,126,0.02,OO4,264489.26,1101074.45,12.7
LB 0036B,4-may-10,5,2010,138,136,0.01,OO4,264489.26,1101074.45,12.7
LB 0036B,21-jun-10,6,2010,145,143,0.01,OO4,264489.26,1101074.45,12.7
LB 0036B,30-jul-10,7,2010,150,148,0.01,OO4,264489.26,1101074.45,12.7
LB 0036B,26-ago-10,8,2010,121,120,0.01,OO4,264489.26,1101074.45,12.7
LB 0036B,16-sep-10,9,2010,127,125,0.02,OO4,264489.26,1101074.45,12.7
LB 0036B,15-oct-10,10,2010,120,119,0.01,OO4,264489.26,1101074.45,12.7
LB 0036B,2-nov-10,11,2010,122,121,0.01,OO4,264489.26,1101074.45,12.7
LB 0036B,30-dic-10,12,2010,123,121,0.02,OO4,264489.26,1101074.45,12.7
LB 0036B,16-ene-11,1,2011,121,120,0.01,OO4,264489.26,1101074.45,12.7
LB 0036B,25-feb-11,2,2011,116,115,0.01,OO4,264489.26,1101074.45,12.7
LB 0036B,21-mar-11,3,2011,120,119,0.01,OO4,264489.26,1101074.45,12.7
LB 0036B,25-abr-11,4,2011,116,115,0.01,OO4,264489.26,1101074.45,12.7
LB 0036B,16-may-11,5,2011,125,123,0.02,OO4,264489.26,1101074.45,12.7
LB 0036B,1-jun-11,6,2011,123,121,0.02,OO4,264489.26,1101074.45,12.7
LB 0036B,8-jul-11,7,2011,125,123,0.02,OO4,264489.26,1101074.45,12.7
LB 0036B,11-ago-11,8,2011,120,119,0.01,OO4,264489.26,1101074.45,12.7
LB 0036B,2-sep-11,9,2011,125,123,0.02,OO4,264489.26,1101074.45,12.7
LB 0036B,29-oct-11,10,2011,123,121,0.02,OO4,264489.26,1101074.45,12.7
LB 0036B,2-nov-11,11,2011,116,115,0.01,OO4,264489.26,1101074.45,12.7
LB 0036B,2-dic-11,12,2011,125,123,0.02,OO4,264489.26,1101074.45,12.7
LB 0036B,16-ene-12,1,2012,128,126,0.02,OO4,264489.26,1101074.45,12.7
LB 0036B,2-feb-12,2,2012,130,128,0.02,OO4,264489.26,1101074.45,12.7
LB 0036B,21-mar-12,3,2012,121,120,0.01,OO4,264489.26,1101074.45,12.7
LB 0036B,3-abr-12,4,2012,137,135,0.01,OO4,264489.26,1101074.45,12.7
LB 0036B,3-may-12,5,2012,130,128,0.02,OO4,264489.26,1101074.45,12.7
LB 0036B,26-jun-12,6,2012,129,127,0.02,OO4,264489.26,1101074.45,12.7
LB 0036B,11-jul-12,7,2012,121,120,0.01,OO4,264489.26,1101074.45,12.7
LB 0036B,6-sep-12,9,2012,83,82,0.01,OO4,264489.26,1101074.45,12.7
LB 0036B,11-oct-12,10,2012,106,105,0.01,OO4,264489.26,1101074.45,12.7
LB 0036B,7-nov-12,11,2012,112,111,0.01,OO4,264489.26,1101074.45,12.7
LB 0036B,4-dic-12,12,2012,114,113,0.01,OO4,264489.26,1101074.45,12.7
LB 0036B,30-ene-13,1,2013,116,115,0.01,OO4,264489.26,1101074.45,12.7
LB 0036B,6-feb-13,2,2013,107,106,0.01,OO4,264489.26,1101074.45,12.7
LB 0036B,2-mar-13,3,2013,117,116,0.01,OO4,264489.26,1101074.45,12.7
LB 0036B,20-abr-13,4,2013,117,116,0.01,OO4,264489.26,1101074.45,12.7
LB 0036B,3-may-13,5,2013,115,114,0.01,OO4,264489.26,1101074.45,12.7
LB 0036B,4-jun-13,6,2013,116,115,0.01,OO4,264489.26,1101074.45,12.7
LB 0036B,3-jul-13,7,2013,116,115,0.01,OO4,264489.26,1101074.45,12.7
LB 0036B,2-ago-13,8,2013,116,115,0.01,OO4,264489.26,1101074.45,12.7
LB 0036B,16-ene-14,1,2014,125,123,0.02,OO4,264489.26,1101074.45,12.7
LB 0037,11-feb-09,2,2009,41,38,0.07,OO4,264653.93,1101113.66,15.2
LB 0037,17-mar-09,3,2009,33,31,0.06,OO4,264653.93,1101113.66,15.2
LB 0037,30-abr-09,4,2009,34,31,0.09,OO4,264653.93,1101113.66,15.2
LB 0037,23-may-09,5,2009,35,32,0.09,OO4,264653.93,1101113.66,15.2
LB 0037,23-jul-09,7,2009,41,39,0.05,OO4,264653.93,1101113.66,15.2
LB 0037,15-ago-09,8,2009,40,37,0.08,OO4,264653.93,1101113.66,15.2
LB 0037,24-sep-09,9,2009,37,34,0.08,OO4,264653.93,1101113.66,15.2
LB 0037,7-oct-09,10,2009,38,35,0.08,OO4,264653.93,1101113.66,15.2
LB 0037,29-nov-09,11,2009,38,37,0.03,OO4,264653.93,1101113.66,15.2
LB 0037,7-jun-10,6,2010,45,44,0.02,OO4,264653.93,1101113.66,15.2
LB 0037,17-jul-10,7,2010,46,45,0.02,OO4,264653.93,1101113.66,15.2
LB 0037,4-ago-10,8,2010,48,47,0.02,OO4,264653.93,1101113.66,15.2
LB 0037,20-sep-10,9,2010,44,43,0.02,OO4,264653.93,1101113.66,15.2
LB 0037,18-oct-10,10,2010,54,52,0.04,OO4,264653.93,1101113.66,15.2
LB 0037,5-nov-10,11,2010,40,39,0.03,OO4,264653.93,1101113.66,15.2
LB 0037,22-dic-10,12,2010,44,43,0.02,OO4,264653.93,1101113.66,15.2
LB 0037,18-ene-11,1,2011,42,41,0.02,OO4,264653.93,1101113.66,15.2
LB 0037,24-feb-11,2,2011,43,42,0.02,OO4,264653.93,1101113.66,15.2
LB 0037,4-mar-11,3,2011,44,43,0.02,OO4,264653.93,1101113.66,15.2
LB 0037,11-abr-11,4,2011,42,41,0.02,OO4,264653.93,1101113.66,15.2
LB 0037,20-may-11,5,2011,39,38,0.03,OO4,264653.93,1101113.66,15.2
LB 0037,29-jun-11,6,2011,46,45,0.02,OO4,264653.93,1101113.66,15.2
LB 0037,20-ago-11,8,2011,43,42,0.02,OO4,264653.93,1101113.66,15.2
LB 0037,7-sep-11,9,2011,43,42,0.02,OO4,264653.93,1101113.66,15.2
LB 0037,14-oct-11,10,2011,39,38,0.03,OO4,264653.93,1101113.66,15.2
LB 0037,10-nov-11,11,2011,44,43,0.02,OO4,264653.93,1101113.66,15.2
LB 0037,3-dic-11,12,2011,40,39,0.03,OO4,264653.93,1101113.66,15.2
LB 0037,18-ene-12,1,2012,42,41,0.02,OO4,264653.93,1101113.66,15.2
LB 0037,4-feb-12,2,2012,42,41,0.02,OO4,264653.93,1101113.66,15.2
LB 0037,22-mar-12,3,2012,41,40,0.02,OO4,264653.93,1101113.66,15.2
LB 0037,4-abr-12,4,2012,44,43,0.02,OO4,264653.93,1101113.66,15.2
LB 0037,4-may-12,5,2012,43,42,0.02,OO4,264653.93,1101113.66,15.2
LB 0037,5-jun-12,6,2012,38,37,0.03,OO4,264653.93,1101113.66,15.2
LB 0037,19-jul-12,7,2012,38,37,0.03,OO4,264653.93,1101113.66,15.2
LB 0037,11-ago-12,8,2012,20,20,0,OO4,264653.93,1101113.66,15.2
LB 0037,8-sep-12,9,2012,24,24,0,OO4,264653.93,1101113.66,15.2
LB 0037,14-nov-12,11,2012,36,35,0.03,OO4,264653.93,1101113.66,15.2
LB 0037,7-dic-12,12,2012,33,32,0.03,OO4,264653.93,1101113.66,15.2
LB 0037,8-ene-13,1,2013,33,30,0.09,OO4,264653.93,1101113.66,15.2
LB 0037,5-feb-13,2,2013,37,34,0.08,OO4,264653.93,1101113.66,15.2
LB 0037,5-mar-13,3,2013,40,36,0.1,OO4,264653.93,1101113.66,15.2
LB 0037,19-abr-13,4,2013,37,34,0.08,OO4,264653.93,1101113.66,15.2
LB 0037,23-may-13,5,2013,28,26,0.07,OO4,264653.93,1101113.66,15.2
LB 0037,23-jun-13,6,2013,44,40,0.09,OO4,264653.93,1101113.66,15.2
LB 0037,14-jul-13,7,2013,44,40,0.09,OO4,264653.93,1101113.66,15.2
LB 0037,2-ago-13,8,2013,39,36,0.08,OO4,264653.93,1101113.66,15.2
LB 0037,12-sep-13,9,2013,41,37,0.1,OO4,264653.93,1101113.66,15.2
LB 0037,20-oct-13,10,2013,43,39,0.09,OO4,264653.93,1101113.66,15.2
LB 0037,11-dic-13,12,2013,42,38,0.1,OO4,264653.93,1101113.66,15.2
LB 0037,14-ene-14,1,2014,34,31,0.09,OO4,264653.93,1101113.66,15.2
LB 0037,13-feb-14,2,2014,33,30,0.09,OO4,264653.93,1101113.66,15.2
LB 0037,7-mar-14,3,2014,38,35,0.08,OO4,264653.93,1101113.66,15.2
LB 0038,14-feb-09,2,2009,38,37,0.03,OO4,264432.22,1101304.20,13
LB 0038,28-mar-09,3,2009,36,28,0.22,OO4,264432.22,1101304.20,13
LB 0038,21-abr-09,4,2009,35,27,0.23,OO4,264432.22,1101304.20,13
LB 0038,14-may-09,5,2009,38,29,0.24,OO4,264432.22,1101304.20,13
LB 0038,12-jul-09,7,2009,42,32,0.24,OO4,264432.22,1101304.20,13
LB 0038,11-ago-09,8,2009,33,29,0.12,OO4,264432.22,1101304.20,13
LB 0038,27-sep-09,9,2009,32,29,0.09,OO4,264432.22,1101304.20,13
LB 0038,9-oct-09,10,2009,38,34,0.11,OO4,264432.22,1101304.20,13
LB 0038,24-nov-09,11,2009,39,35,0.1,OO4,264432.22,1101304.20,13
LB 0038,14-jun-10,6,2010,47,44,0.06,OO4,264432.22,1101304.20,13
LB 0038,25-jul-10,7,2010,68,63,0.07,OO4,264432.22,1101304.20,13
